DBN,DISTRICT,SCHOOL,SCHOOL LEVEL*,2010-2011 OVERALL SCORE,PRINCIPAL,2010-2011 OVERALL GRADE,2010-2011 PROGRESS CATEGORY SCORE,PROGRESS REPORT TYPE,2010-2011 PROGRESS GRADE,2010-2011 PERFORMANCE CATEGORY SCORE,PEER INDEX*,2010-2011 PERFORMANCE GRADE,2010-2011 ENVIRONMENT CATEGORY SCORE,2010-2011 ENVIRONMENT GRADE,2010-2011 ADDITIONAL CREDIT,2009-10 PROGRESS REPORT GRADE
25Q164,25,P.S. 164 Queens Valley,K-8,56.7,Anne Alfonso,B ,28.9,EMS,B ,12.3,36.78,B ,6.5,B ,9,A
07X043,7,P.S. 043 Jonas Bronck,Elementary,56.7,Giovanna Delucchi,A ,34.4,EMS,A ,9.1,64.58,C ,8.1,B ,5,A
30Q069,30,P.S. 069 Jackson Heights,Elementary,56.7,Martha Vazquez,A ,32.6,EMS,B ,12.1,35.98,B ,8.5,A ,3.5,A
22K198,22,P.S. 198 Brooklyn,Elementary,56.5,Joy-Ann Morgan,B ,38.5,EMS,A ,7,52.51,C ,7,B ,4,C
12X214,12,P.S. 214,K-8,56.5,David Cintron,B ,33.8,EMS,B ,9.8,61.26,C ,8.9,A ,4,B
20K104,20,P.S./I.S. 104 The Fort Hamilton School,K-8,56.5,Ms. Marie Dibella,B ,29.6,EMS,B ,11.3,27.36,B ,8.1,B ,7.5,A
18K276,18,P.S. 276 Louis Marshall,Elementary,56.3,Yasmine Fidelia,B ,37.4,EMS,A ,6.8,55.12,C ,8.1,B ,4,C
25Q154,25,P.S. 154 Queens,Elementary,56.1,Danielle Giunta,B ,34,EMS,A ,11.8,35.32,B ,6.3,B ,4,C
12X212,12,P.S. 212,K-8,56.1,Yohan Lim,B ,37.5,EMS,A ,7.9,64.7,C ,6.2,B ,4.5,C
18K268,18,P.S. 268 Emma Lazarus,Elementary,56,Vangela Kirton,B ,37.1,EMS,A ,6.2,60.53,C ,9.7,A ,3,C
15K015,15,P.S. 015 Patrick F. Daly,Elementary,55.7,Peggy Wyns-Madison,B ,25.3,EMS,B ,12.9,65.63,B ,10,A ,7.5,A
24Q012,24,P.S. 012 James B. Colgate,Elementary,55.6,Patricia Perry,B ,26.9,EMS,B ,13.6,42.72,B ,12.1,A ,3,A
31R053,31,P.S. 053 Bay Terrace,Elementary,55.6,Annette Esposito,B ,31.3,EMS,B ,7.5,17.93,C ,10.3,A ,6.5,B
20K506,20,P.S. 506: The School of Journalism & Technology,Elementary,55.5,Elizabeth Waters,B ,35.5,EMS,A ,5.1,55.76,D ,10.9,A ,4,B
29Q052,29,P.S. 052 Queens,Elementary,55.4,Linda Pough,B ,33.1,EMS,B ,11,56.29,B ,6.3,B ,5,A
20K204,20,P.S. 204 Vince Lombardi,Elementary,55.4,Mrs. Marie Reilly,B ,32.3,EMS,B ,10.8,26.62,B ,10.8,A ,1.5,A
12X067,12,P.S. 067 Mohegan School,Elementary,55.3,Emily Grimball,B ,37.5,EMS,A ,7.8,64.09,C ,4.5,C ,5.5,C
20K127,20,P.S. 127 Mckinley Park,Elementary,55.2,Agatha Alicandro,B ,33.4,EMS,B ,8.1,35.97,C ,6.7,B ,7,D
02M033,2,P.S. 033 Chelsea Prep,Elementary,54.8,Linore Lindy,B ,29.5,EMS,B ,11,46.31,B ,13.3,A ,1,A
15K107,15,P.S. 107 John W. Kimball,Elementary,54.8,Cynthia Holton,B ,30.3,EMS,B ,12.6,16.77,B ,9.4,A ,2.5,A
04M171,4,P.S. 171 Patrick Henry,K-8,54.6,Dimitres Pantelidis,B ,23.5,EMS,C ,13.8,57.56,B ,10.3,A ,7,A
75X010,75,P.S. X010,Elementary,54.5,Barbara Hanson,B ,30.4,D75,B ,13.4,,B ,10.7,A ,0,A
26Q162,26,P.S. 162 John Golden,Elementary,54.5,Joan Casale,B ,28.8,EMS,B ,12.9,17.98,B ,9.8,A ,3,B
28Q121,28,P.S. 121 Queens,Elementary,54.4,Henry Somers,B ,27.8,EMS,B ,12.9,42.26,B ,7.7,B ,6,A
24Q068,24,P.S. 068 Cambridge,Elementary,54.4,Anne Marie Snadecky-Scalfaro,B ,32.9,EMS,B ,9.4,54.78,C ,8.6,A ,3.5,B
17K399,17,P.S. 399 Stanley Eugene Clark,Elementary,54.3,Marion J. Brown,B ,26.1,EMS,B ,15.8,58.55,A ,10.9,A ,1.5,A
11X178,11,P.S. 178 - Dr. Selman Waksman,Elementary,54.3,Evelyn Fulton,B ,39.9,EMS,A ,5,51.82,D ,4.9,C ,4.5,C
26Q094,26,P.S. 094 David D. Porter,Elementary,54.1,Joann Barbeosch,B ,26.1,EMS,B ,13.6,17.09,B ,11.9,A ,2.5,B
75Q009,75,P.S. 009,K-8,53.9,Robert Wojnarowski,A ,32,D75,B ,8.5,,D ,8.9,C ,4.5,B
32K123,32,P.S. 123 Suydam,Elementary,53.9,Veronica Greene,B ,26.7,EMS,B ,11.9,64.61,B ,9.3,A ,6,C
12X129,12,P.S. 129 Twin Parks Upper,Middle,53.7,Yvette Beasley,B ,29.7,EMS,B ,10.3,2.2,B ,7.1,B ,6.5,B
27Q114,27,P.S. / M.S. 114 Belle Harbor,K-8,53.7,Stephen P. Grill,B ,28.6,EMS,B ,12,11.73,B ,8.1,B ,5,B
17K191,17,P.S. 191 Paul Robeson,Elementary,53.7,Mrs. Elsi Capolongo,B ,34.8,EMS,A ,5.6,63.8,D ,7.8,B ,5.5,C
29Q176,29,P.S. 176 Cambria Heights,Elementary,53.6,Arlene Bartlett,B ,26.9,EMS,B ,13.3,55.05,B ,10.9,A ,2.5,C
21K225,21,P.S. K225 - The Eileen E. Zaglin,K-8,53.6,Joseph Montebello,B ,27.9,EMS,B ,7.4,40.72,C ,8.8,A ,9.5,A
02M212,2,P.S. 212 Midtown West,Elementary,53.6,Dean Ketchum,B ,22.9,EMS,C ,14.1,21.28,A ,10.6,A ,6,A
31R032,31,P.S. 032 The Gifford School,Elementary,53.4,Nancy Spataro,B ,35.3,EMS,A ,6.6,17.06,C ,4,C ,7.5,B
21K226,21,P.S. 226 Alfred De B.Mason,K-8,53.4,Sherry Tannenbaum,B ,31,EMS,B ,8.7,42.38,C ,9.2,A ,4.5,A
21K177,21,P.S. 177 The Marlboro,Elementary,53.3,Shoshana Singer,B ,30.7,EMS,B ,11.3,37.6,B ,7.7,B ,3.5,A
02M051,2,P.S. 051 Elias Howe,Elementary,53.3,Nancy Sing Bock,B ,28.9,EMS,B ,10.9,48.03,B ,11,A ,2.5,B
21K329,21,P.S. 329 Surfside,Elementary,53.3,Salema Marbury,B ,30.2,EMS,B ,9.5,58.95,C ,9.6,A ,4,C
29Q136,29,P.S. 136 Roy Wilkins,Elementary,53.2,Tanya S.T. Walker,B ,36.9,EMS,A ,7.3,57.26,C ,3.5,D ,5.5,B
24Q153,24,P.S. 153 Maspeth Elem,Elementary,53.2,Susan Bauer,B ,32.6,EMS,B ,9.9,36.44,C ,6.7,B ,4,A
18K219,18,P.S. 219 Kennedy-King,Elementary,53,Ms. Winsome Smith,B ,34.2,EMS,A ,9,60.32,C ,6.3,B ,3.5,C
11X019,11,P.S. 019 Judith K. Weiss,K-8,53,Timothy P. Sullivan,B ,32.4,EMS,B ,8.1,24.8,C ,7.5,B ,5,C
21K199,21,P.S. 199 Frederick Wachtel,Elementary,52.9,Rosalia Bacarella,B ,34.2,EMS,A ,10.3,36.34,B ,4.4,C ,4,B
22K222,22,P.S. 222 Katherine R. Snyder,Elementary,52.9,Louise Blake,B ,25.1,EMS,B ,14.8,29.49,A ,9.9,A ,3,A
27Q124,27,P.S. 124 Osmond A Church,K-8,52.6,Valarie Lewis,B ,22.8,EMS,C ,10.2,40.45,C ,11,A ,8.5,C
06M028,6,P.S. 028 Wright Brothers,Elementary,52.5,Elsa Nunez,B ,30.9,EMS,B ,7.2,64.68,C ,9.9,A ,4.5,A
31R050,31,P.S. 050 Frank Hankinson,Elementary,52.5,Sharon Fine,B ,33.4,EMS,B ,10,17.14,C ,6.1,B ,3,B
27Q155,27,P.S. 155,Elementary,52.4,Dorothy Morris,B ,34.4,EMS,A ,6.5,49.16,C ,7.5,B ,4,C
27Q097,27,P.S. 097 Forest Park,Elementary,52.4,Maureen Ingram,B ,29.1,EMS,B ,13.5,53.98,B ,7.3,B ,2.5,A
19K290,19,P.S. 290 Juan Morel Campos,Elementary,52.2,Willena George,B ,27.9,EMS,B ,11,60.53,B ,9.8,A ,3.5,B
75X723,75,P.S. 723,Middle,52,Christine Walsh,B ,28.6,D75,C ,10,,C ,10.4,A ,3,C
75K771,75,P.S. K771,K-8,51.9,Denise D'Anna,B ,27.5,D75,C ,12.1,,B ,12.2,A ,0,A
75K368,75,P.S. 368,Middle,51.9,Joycelyn Nedd,B ,35.3,D75,B ,8.8,,D ,4.8,F ,3,D
31R030,31,P.S. 030 Westerleigh,Elementary,51.9,Mrs. Denise N. Spina,B ,33.7,EMS,B ,8.4,23.04,C ,3.8,C ,6,C
31R046,31,P.S. 046 Albert V. Maniscalco,Elementary,51.8,Andrea Maffeo,B ,31,EMS,B ,6.8,43.04,C ,9.5,A ,4.5,D
30Q002,30,P.S. 002 Alfred Zimberg,Elementary,51.8,Joseph Taddeo,B ,30.9,EMS,B ,7.9,37.93,C ,7.5,B ,5.5,A
06M173,6,P.S. 173,Elementary,51.8,Dawn Boursiquot,B ,35,EMS,A ,8.2,60.09,C ,4.6,C ,4,B
25Q169,25,P.S. 169 Bay Terrace,Elementary,51.7,Vanessa Rosa,B ,29,EMS,B ,9.2,18.79,C ,11.5,A ,2,C
22K245,22,P.S. 245,Elementary,51.6,Pat Kannengieser,B ,25.4,EMS,B ,13,61.79,B ,12.7,A ,0.5,A
75Q224,75,P.S. Q224,Elementary,51.6,Desmond Park,B ,28.5,D75,B ,12.4,,B ,10.7,A ,0,B
25Q242,25,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,K-3,51.2,Patricia Costa,A ,22.1,EC,A ,18.6,30.93,A ,7.5,B ,3,A
30Q078,30,P.S. 078,Elementary,51,Louis Pavone,B ,29.1,EMS,B ,10.5,32.36,B ,11.4,A ,0,B
02M158,2,P.S. 158 Bayard Taylor,Elementary,50.9,Darryl Alhadeff,B ,28.9,EMS,B ,16,16.48,A ,3.9,C ,2,A
27Q090,27,P.S. 090 Horace Mann,Elementary,50.9,Adrienne Ubertini,B ,28.8,EMS,B ,10.3,47.23,B ,7.3,B ,4.5,B
17K138,17,P.S. 138 Brooklyn,K-8,50.9,Ms. Marie Chauvet-Monchik,B ,27.7,EMS,B ,9.2,61,C ,8.5,A ,5.5,A
20K102,20,P.S. 102 The Bayview,Elementary,50.7,Ms. Theresa Dovi,B ,27.2,EMS,B ,12.3,32.72,B ,6.7,B ,4.5,B
06M008,6,P.S. 008 Luis Belliard,Elementary,50.6,Rafaela Landin,B ,30.8,EMS,B ,8.5,67.11,C ,10.8,A ,0.5,A
20K186,20,P.S. 186 Dr. Irving A Gladstone,Elementary,50.5,Bayan (Ebeid) Cadotte,B ,30.8,EMS,B ,7.3,33.05,C ,8.9,A ,3.5,B
21K212,21,P.S. 212 Lady Deborah Moody,Elementary,50.5,Josephine Marsella,B ,28.6,EMS,B ,8.2,45.46,C ,9.7,A ,4,B
19K214,19,P.S. 214 Michael Friedsam,Elementary,50.4,Patricia Tubridy,B ,30.7,EMS,B ,7.2,47.89,C ,8,B ,4.5,B
22K197,22,P.S. 197 Brooklyn,Elementary,50.4,Rosemarie Barbiere Nicoletti,B ,26.6,EMS,B ,9.2,41.35,C ,9.1,A ,5.5,A
03M241,3,P.S. 241 Family Academy,K-8,50.2,Diana Diaz,B ,31.2,EMS,B ,5.2,65.26,D ,9.8,A ,4,C
17K397,17,P.S. 397 Foster-Laurie,Elementary,50.2,Nancy Colon,B ,32.3,EMS,B ,6.9,60.82,C ,9.5,A ,1.5,B
24Q014,24,P.S. 014 Fairview,Elementary,50,Rosemary Sklar,B ,25.1,EMS,B ,9.9,55.69,C ,11.5,A ,3.5,A
06M004,6,P.S. 004 Duke Ellington,Elementary,50,Delois White,B ,33.2,EMS,B ,5.3,64.66,D ,7.5,B ,4,B
24Q016,24,P.S. Q016,Elementary,49.9,Elaine Iodice,B ,22.9,EMS,C ,11.8,57.34,B ,12.7,A ,2.5,B
31R001,31,P.S. 001 Tottenville,Elementary,49.9,Diane Gordin,B ,25,EMS,B ,11,18.63,B ,8.4,B ,5.5,B
12X066,12,P.S. 066 School of Higher Expectations,Elementary,49.8,Thomas Degrazia,B ,28.3,EMS,B ,9,65.41,C ,8.5,A ,4,B
30Q171,30,P.S. 171 Peter G. Van Alst,Elementary,49.7,Anne Bussel,B ,33.6,EMS,B ,6.6,55.43,C ,7,B ,2.5,C
18K135,18,P.S. 135 Sheldon A. Brookner,Elementary,49.5,Trevlyn Mcrae,B ,30,EMS,B ,9.1,58.72,C ,8.9,A ,1.5,B
25Q201,25,P.S. 201 The Discovery School for Inquiry and Rese,Elementary,49.5,Rebecca Lozada,B ,32.2,EMS,B ,6.2,53.38,C ,4,C ,7,A
14K084,14,P.S. 084 Jose De Diego,Elementary,49.5,Sereida Rodriguez,B ,33.3,EMS,B ,2.5,58.95,D ,7.7,B ,6,C
25Q020,25,P.S. 020 John Bowne,Elementary,49.4,Victoria Hart,B ,25.8,EMS,B ,10.6,40.79,B ,8,B ,5,B
75K369,75,P.S. K369 - Coy L. Cox School,K-8,49.4,Rudy Giuliani,B ,27.6,D75,C ,8.6,,C ,10.2,A ,3,B
30Q070,30,P.S. 070 Queens,Elementary,49.3,Donna Geller,B ,27.6,EMS,B ,9.6,41.75,C ,5.6,C ,6.5,C
11X078,11,P.S. 078 Anne Hutchinson,Elementary,49.3,Claudina Skerritt,B ,33.2,EMS,B ,5.8,58.84,C ,5.3,C ,5,C
07X025,7,P.S. 025 Bilingual School,Elementary,49.3,Carmen Toledo,B ,25.7,EMS,B ,11.5,70.41,B ,9.6,A ,2.5,A
27Q146,27,P.S. 146 Howard Beach,K-8,49.2,James Mckeon,B ,26.5,EMS,B ,7.5,31.12,C ,7.2,B ,8,B
11X103,11,P.S. 103 Hector Fontanez,Elementary,49.2,Farid Reyes,B ,32.7,EMS,B ,6,57.41,C ,5.5,C ,5,B
26Q221,26,P.S. 221 The North Hills School,Elementary,49.2,Sheelia Twomey,B ,16.9,EMS,C ,16.9,16.02,A ,12.4,A ,3,A
31R045,31,P.S. 045 John Tyler,Elementary,49.1,Christine Chavez,B ,31.6,EMS,B ,7.3,40,C ,5.7,C ,4.5,C
18K066,18,P.S. 66,K-8,49.1,Lucille Jackson,B ,24.4,EMS,C ,11.5,51.32,B ,9.1,A ,4,A
29Q015,29,P.S. 015 Jackie Robinson,Elementary,49.1,Antonio K'Tori,B ,30.5,EMS,B ,8.7,50.44,C ,7.4,B ,2.5,C
22K251,22,P.S. 251 Paerdegat,Elementary,49,Steven Boyer,B ,32.3,EMS,B ,7.6,56.81,C ,6.1,B ,3,C
01M063,1,P.S. 063 William McKinley,Elementary,49,Darlene Despeignes,B ,29,EMS,B ,10.4,58.85,B ,8.1,B ,1.5,B
07X005,7,P.S. 005 Port Morris,Elementary,48.8,Mary Padilla,B ,27,EMS,B ,8,67.54,C ,10.7,A ,3,C
26Q098,26,P.S. 098 The Douglaston School,Elementary,48.8,Sheila Huggins,B ,26.4,EMS,B ,15.3,8.92,A ,7,B ,0,B
03M076,3,P.S. 076 A. Philip Randolph,K-8,48.8,Charles Deberry,B ,26.6,EMS,B ,6.6,60.79,C ,11.1,A ,4.5,C
09X035,9,P.S. 035 Franz Siegel,Elementary,48.8,Graciela Navarro,B ,23.8,EMS,C ,12.4,61.38,B ,8.1,B ,4.5,C
01M019,1,P.S. 019 Asher Levy,Elementary,48.7,Jacqueline Flanagan,B ,35.1,EMS,A ,5.2,49.48,D ,7.8,B ,0.5,C
10X003,10,P.S. 3 Raul Julia Micro Society,K-8,48.6,Denise Brown,B ,29.8,EMS,B ,9.9,62.92,C ,3.4,D ,5.5,A
27Q065,27,P.S. 65 - The Raymond York Elementary School,Elementary,48.6,Rafael Morales,B ,27.4,EMS,B ,8,41.93,C ,8.7,A ,4.5,C
27Q045,27,P.S. 045 Clarence Witherspoon,Elementary,48.5,Samantha Severin,B ,32.6,EMS,B ,9.9,54.65,C ,4,C ,2,B
29Q208,29,P.S. / I.S. 208,K-8,48.5,James Philemy,B ,25.5,EMS,B ,12.5,42.98,B ,10.5,A ,0,B
23K284,23,P.S. 284 Lew Wallace,K-8,48.5,Shenean Lindsay,B ,32.5,EMS,B ,5.3,64.26,D ,6.2,B ,4.5,C
27Q104,27,P.S. 104 The Bays Water,Elementary,48.4,Katie Grady,B ,28.7,EMS,B ,6.7,58.03,C ,10,A ,3,C
11X083,11,P.S. 083 Donald Hertz,K-8,48.4,Benjamin Soccodato,B ,29,EMS,B ,9.3,42.99,C ,7.6,B ,2.5,C
12X047,12,P.S. 047 John Randolph,Elementary,48.3,Thomas Guarnieri,B ,24.7,EMS,B ,7.4,59.16,C ,11.7,A ,4.5,C
28Q050,28,P.S. 050 Talfourd Lawn Elementary School,Elementary,48.3,Rina Manjarrez,B ,31.2,EMS,B ,9.8,54.26,C ,4.2,C ,3,B
27Q063,27,P.S. 063 Old South,Elementary,48.3,Diane Marino Coleman,B ,21.7,EMS,C ,12.2,44.25,B ,9.4,A ,5,A
01M020,1,P.S. 020 Anna Silver,Elementary,48.2,James Lee,B ,31.1,EMS,B ,7.4,56.65,C ,7.7,B ,2,A
19K089,19,P.S. 089 Cypress Hills,K-8,48.1,Irene Leon,B ,31.8,EMS,B ,4.7,64.68,D ,10.1,A ,1.5,B
11X068,11,P.S. 068 Bronx,Elementary,48,Catherine Helfrich,B ,27,EMS,B ,9,61.72,C ,5.9,C ,6,B
15K058,15,P.S. 058 The Carroll,Elementary,47.9,Giselle Mcgee,B ,29.2,EMS,B ,7.9,18.61,C ,8.3,B ,2.5,A
31R036,31,P.S. 036 J. C. Drumgoole,Elementary,47.9,Barbara Bellafatto,B ,35.1,EMS,A ,6.2,13.77,C ,2.1,F ,4.5,C
19K065,19,P.S. 065,Elementary,47.8,Daysi Garcia,B ,20.4,EMS,C ,13.8,57.47,B ,12.1,A ,1.5,A
11X096,11,P.S. 096 Richard Rodgers,Elementary,47.7,Marta Garcia,B ,25,EMS,B ,12.7,50.84,B ,7,B ,3,B
75Q023,75,P.S. Q023 @ Queens Children Center,K-8,47.6,Jacqueline Jones,B ,21.9,D75,C ,9.1,,C ,9.1,B ,7.5,B
22K139,22,P.S. 139 Alexine A. Fenty,Elementary,47.6,Mary Mcdonald,B ,31.1,EMS,B ,9.2,52.05,C ,4.7,C ,2.5,C
10X279,10,"P.S. 279 Captain Manuel Rivera, Jr.",K-8,47.6,James Waslawski,B ,28.8,EMS,B ,7,64.33,C ,8.8,A ,3,B
06M187,6,P.S./I.S. 187 Hudson Cliffs,K-8,47.6,Ms. Cynthia Chory,B ,28.6,EMS,B ,10.2,41.43,C ,7.3,B ,1.5,A
08X119,8,P.S. 119,Elementary,47.5,Lydia Tyner,B ,31.6,EMS,B ,7.1,48.85,C ,5.8,C ,3,C
28Q040,28,P.S. 040 Samuel Huntington,Elementary,47.5,Alison Branker,B ,30.7,EMS,B ,6.2,59.62,C ,8.5,A ,2,D
09X053,9,P.S. 053 Basheer Quisim,Elementary,47.5,Collin Wolfe,B ,26,EMS,B ,11.2,62.55,B ,3.8,C ,6.5,C
19K108,19,P.S. 108 Sal Abbracciamento,Elementary,47.4,Constance Hahn,B ,24.7,EMS,B ,9.6,58.33,C ,8.6,A ,4.5,B
31R026,31,P.S. 026 The Carteret School,Elementary,47.4,Laura Kump/Joanne Mecane,B ,29.6,EMS,B ,9.2,37.68,C ,7.5,B ,1,C
03M180,3,P.S. 180 Hugo Newman,K-8,47.3,Peter Mcfarlane,B ,26.1,EMS,B ,9.4,53.15,C ,9.7,A ,2,C
15K001,15,P.S. 001 The Bergen,Elementary,47.2,Jennifer Eusanio,B ,26.4,EMS,B ,11.6,61.04,B ,8.7,A ,0.5,C
22K217,22,P.S. 217 Colonel David Marcus School,Elementary,47,Franca Conti,B ,26,EMS,B ,8.6,40.33,C ,9.4,A ,3,B
17K181,17,P.S. 181 Brooklyn,K-8,47,Lowell Coleman,B ,31.6,EMS,B ,8,56.64,C ,3.4,D ,4,C
30Q166,30,P.S. 166 Henry Gradstein,Elementary,46.9,Janet Farrell,B ,27,EMS,B ,10.7,49.01,B ,7.7,B ,1.5,B
22K119,22,P.S. 119 Amersfort,Elementary,46.9,Lisa Fernandez,B ,25.3,EMS,B ,8,50.38,C ,12.5,A ,1,B
32K045,32,P.S. 045 Horace E. Greene,Elementary,46.9,Tracey Lott-Davis,B ,24.7,EMS,B ,9.6,62,C ,8.6,A ,4,A
11X106,11,P.S. 106 Parkchester,Elementary,46.9,Eugenia Montalvo,B ,26.1,EMS,B ,9.4,46.48,C ,7.4,B ,4,B
13K011,13,P.S. 011 Purvis J. Behan,Elementary,46.9,Alonta Wrighton,B ,27.1,EMS,B ,9.6,47.18,C ,7.7,B ,2.5,B
28Q206,28,P.S. 206 The Horace Harding School,Elementary,46.8,Nicholas Bologna,B ,33.3,EMS,B ,8.2,44.43,C ,2.8,D ,2.5,C
20K229,20,P.S. 229 Dyker,K-8,46.7,Robert Zappulla,B ,26.5,EMS,B ,12.5,21.14,B ,4.2,C ,3.5,B
22K203,22,P.S. 203 Floyd Bennett,Elementary,46.4,Lisa Esposito,B ,30,EMS,B ,7.4,55.69,C ,5.9,C ,3,C
05M161,5,P.S. 161 Pedro Albizu Campos,K-8,46.4,Barbara Freeman,B ,23.1,EMS,C ,8.5,67.92,C ,10.3,A ,4.5,B
08X304,8,P.S. 304 Early Childhood School,Elementary,46.4,Joseph Nobile,B ,20.9,EMS,C ,12.2,39.39,B ,10.3,A ,3,B
04M038,4,P.S. 38 Roberto Clemente,Elementary,46.3,Norma Caraballo,B ,34.4,EMS,A ,5.5,62.06,D ,3.4,D ,3,C
24Q058,24,P.S. 58 - School of Heroes,Elementary,46.3,Adelina V. Tripoli,B ,24.2,EMS,C ,9.7,33.92,C ,6.4,B ,6,A
22K207,22,P.S. 207 Elizabeth G. Leary,K-8,46.3,Mary Bosco,B ,22.8,EMS,C ,11.3,28.55,B ,7.7,B ,4.5,C
04M096,4,P.S. 096 Joseph Lanzetta,K-8,46.2,Noel Rios,B ,33.1,EMS,B ,5.6,63.1,D ,3.9,C ,3.5,C
32K384,32,P.S. /I.S. 384 Frances E. Carter,K-8,46.2,Brunhilda Perez,B ,23.9,EMS,C ,8.5,60.55,C ,12.3,A ,1.5,A
24Q128,24,P.S. 128 Juniper Valley,K-8,46.2,John Lavelle,B ,17.2,EMS,C ,13.3,16.66,B ,12.7,A ,3,A
21K101,21,P.S. 101 The Verrazano,Elementary,46.2,Gregg Korrol,B ,20.3,EMS,C ,11.7,29.91,B ,10.7,A ,3.5,B
21K209,21,P.S. 209 Margaret Mead,K-8,46.2,Frances Locurcio,B ,27.8,EMS,B ,6.4,35.03,C ,8,B ,4,C
08X100,8,P.S. 100 Isaac Clason,Elementary,46.2,Chad Adam Altman,B ,28.6,EMS,B ,8.4,59.97,C ,4.7,C ,4.5,C
06M192,6,P.S. 192 Jacob H. Schiff,Elementary,46.1,Deborah Schaefer,B ,27.4,EMS,B ,6.5,65.71,C ,10.2,A ,2,C
13K020,13,P.S. 020 Clinton Hill,Elementary,46.1,L Barbera,B ,29.8,EMS,B ,7.1,49.84,C ,7.2,B ,2,C
10X205,10,P.S. 205 Fiorello Laguardia,Elementary,46,Carol Rosado,B ,17.1,EMS,C ,13.9,61.78,B ,9.5,A ,5.5,A
30Q228,30,P.S. 228 Early Childhood Magnet School of the Arts,K-2,45.9,Olga Guzman,A ,15.1,EC,B ,11.9,59.85,A ,13.9,A ,5,A
31R029,31,P.S. 029 Bardwell,Elementary,45.8,Mrs. Linda Manfredi,B ,20.9,EMS,C ,9.4,24.11,C ,12,A ,3.5,C
27Q047,27,P.S. 047 Chris Galas,K-8,45.6,Janet Donohue,B ,17.7,EMS,C ,14,21.37,B ,10.9,A ,3,A
14K023,14,P.S. 023 Carter G. Woodson,Elementary,45.4,Sharon Meade,B ,23.6,EMS,C ,4.5,63.89,D ,12.3,A ,5,A
75K231,75,P.S. K231,Elementary,45.3,Christina Foti,B ,21.5,D75,C ,11.9,,B ,10.4,B ,1.5,C
23K184,23,P.S. 184 Newport,K-8,45.2,Lamson Lam,B ,29.8,EMS,B ,6.3,63.64,C ,3.6,D ,5.5,C
13K287,13,P.S. 287 Bailey K. Ashford,Elementary,45.2,Ms. Michele Rawlins,B ,31.1,EMS,B ,3.8,62.04,D ,7.8,B ,2.5,B
07X049,7,P.S. 049 Willis Avenue,Elementary,45.1,Laura Galloway,B ,25.6,EMS,B ,8.2,65.52,C ,6.8,B ,4.5,C
14K147,14,P.S. 147 Isaac Remsen,Elementary,45.1,Julia Drake,B ,22.2,EMS,C ,8.6,64.61,C ,10.8,A ,3.5,A
04M102,4,P.S. 102 Jacques Cartier,Elementary,45.1,Sandra Gittens,B ,22.7,EMS,C ,9.1,71.08,C ,10.2,A ,3,A
14K297,14,P.S. 297 Abraham Stockton,Elementary,45.1,James Brown,B ,29.4,EMS,B ,5.5,61.62,D ,6.2,B ,4,C
15K039,15,P.S. 039 Henry Bristow,Elementary,45,Anita De Paz,B ,22.8,EMS,C ,9.3,24.84,C ,11.4,A ,1.5,B
31R042,31,P.S. 042 Eltingville,Elementary,45,Brian Sharkey,B ,24.3,EMS,B ,7.1,18.3,C ,9.1,A ,4.5,C
03M087,3,P.S. 087 William Sherman,Elementary,45,Monica Berry,B ,23.9,EMS,C ,12.1,16.84,B ,3.5,D ,5.5,B
10X024,10,P.S. 024 Spuyten Duyvil,Elementary,45,Donna Connelly,B ,27,EMS,B ,10,24.77,C ,3,D ,5,C
11X076,11,P.S. 076 The Bennington School,Elementary,44.9,Louise Sedotto,B ,27.6,EMS,B ,7.8,54.28,C ,5,C ,4.5,A
19K159,19,P.S. 159 Isaac Pitkin,Elementary,44.8,Monica Duncan,B ,30.8,EMS,B ,4.6,49.44,D ,6.4,B ,3,C
09X109,9,P.S. 109 Sedgwick,Elementary,44.7,Amanda Blatter,B ,22.9,EMS,C ,10.3,65.96,B ,9,A ,2.5,A
28Q175,28,P.S. 175 The Lynn Gross Discovery School,Elementary,44.5,Linda Green,B ,21.2,EMS,C ,11.2,25.22,B ,6.6,B ,5.5,A
